misc,input,animations,measure,draw,sync,gpu,timestamp
0.554697,0.004,10.257308,0.380385,1.146192,1.330654,7.416615,136439398430251
0.627314,0.005539,10.260461,0.340385,1.154731,1.408461,9.36627,136439414997134
0.702213,0.004269,9.774039,0.381192,1.044616,1.233307,8.009808,136439431568543
0.465004,0.003923,9.942423,0.375654,1.040769,1.169115,6.636423,136439448139368
0.448508,0.004461,11.554962,0.365692,1.183308,0.983884,7.403346,136439464723710
25.713895,0.003807,1.6055,0.32627,1.048769,1.167308,9.912692,136439481293169
0.48745,0.004077,37.844847,11.674923,65.263692,4.015577,16.044423,136439514431921
111.395248,0.003923,11.531,0.338116,1.766461,1.131616,12.136153,136439564155777
21.548741,0.00327,3.454423,0.332692,10.083885,1.635384,10.769231,136439696732476
40.597313,0.004385,4.222961,0.392654,10.156808,3.243769,9.221731,136439729876943
9.272832,0.004461,3.777692,0.390808,10.898846,1.994923,7.951885,136439779588155
11.096129,0.004423,6.131,4.869039,7.194269,1.844423,10.329308,136439796160165
14.436119,0.003731,7.062,0.356077,9.342654,8.360423,8.393154,136439812732175
43.332939,0.014808,6.562615,0.324654,8.115384,3.860039,10.031538,136439829329317
41.442572,0.003692,1.306962,0.213577,5.466384,3.664577,10.044,136439879060530
2.804597,0.003692,10.589538,0.323385,2.325538,2.902962,9.216654,136439928780813
2.320138,0.003308,8.6735,0.267769,1.799077,1.965693,9.048653,136439945354502
0.609505,0.004231,4.867115,0.286231,2.762269,2.341923,12.121308,136439961934251
0.690874,0.00423,10.051577,0.323039,2.648346,2.152,11.028385,136439978506959
0.448213,0.003769,9.779769,0.2575,1.754654,1.97927,8.115923,136439995078235
1.677526,0.004077,10.086962,0.341923,2.210231,2.1255,7.333538,136440011651114
0.463979,0.004154,12.611384,0.267616,1.679461,2.285885,7.266654,136440028222546
0.953934,0.003885,14.119423,0.267384,1.611731,1.643654,7.224038,136440044789437
2.02845,0.002654,1.412962,0.245,6.525038,1.876,7.507923,136440061370190
0.502436,0.003692,9.269616,0.254615,1.8985,2.212693,10.343153,136440077939858
0.458745,0.003385,11.078654,0.274576,1.842539,1.786,7.48,136440094509549
0.441312,0.003308,3.746153,0.224847,2.89773,1.7675,7.543347,136440111080636
0.606214,0.004038,10.430269,0.219577,1.825693,1.734577,7.470153,136440127653888
0.669773,0.005077,9.712461,0.231962,1.735038,1.748347,7.205346,136440144227175
0.601024,0.003384,9.399462,0.2385,1.510538,1.624,7.651231,136440160798501
0.723482,0.004116,9.422769,0.251577,2.168154,1.926615,7.250692,136440177365581
1.335147,0.004231,8.576692,0.311231,1.821154,2.26473,7.356462,136440193932378
1.701085,0.004154,8.550999,0.266654,2.071077,2.067654,9.879769,136440210499594
0.723482,0.004116,9.422769,0.251577,2.168154,1.926615,7.250692,136440177365581
1.335147,0.004231,8.576692,0.311231,1.821154,2.26473,7.356462,136440193932378
1.701085,0.004154,8.550999,0.266654,2.071077,2.067654,9.879769,136440210499594
0.539756,0.004154,10.469385,0.276077,8.647769,1.910731,8.840577,136440227063730
5.213545,0.003077,5.317769,0.2205,4.491461,1.847385,10.020692,136440243637480
0.549401,0.003616,9.6445,0.243576,1.680039,1.821538,8.04927,136440260213739
0.592986,0.003846,9.661077,0.270769,4.233462,2.219538,8.890808,136440276788462
36.437926,0.003615,8.133654,0.214423,3.288923,3.336808,8.715,136440293371445
42.434335,0.029923,1.154731,0.234461,3.095462,3.457038,9.418539,136440343095305
2.569643,0.004346,73.056077,3.918115,80.872,4.576,179.005269,136440392836574
148.57185,0.003923,1.301077,0.2675,178.895654,2.46123,11.594385,136440409410944
192.35359,0.004153,140.798731,2.220423,52.301885,5.972423,180.027384,136440558609281
294.406796,0.004654,86.199884,9.999923,35.052385,2.743692,28.184269,136440873491459
148.57185,0.003923,1.301077,0.2675,178.895654,2.46123,11.594385,136440409410944
192.35359,0.004153,140.798731,2.220423,52.301885,5.972423,180.027384,136440558609281
294.406796,0.004654,86.199884,9.999923,35.052385,2.743692,28.184269,136440873491459
339.357428,0.005538,238.864616,1.212576,18.772385,3.130692,135.680231,136441188379096
352.50682,0.00423,122.334231,0.317462,12.384,1.826153,12.686731,136441536414204
196.031925,0.004154,6.359846,0.231231,3.057231,2.760153,18.091039,136441901035560
4.648026,0.003615,5.272616,0.273192,2.456692,2.042885,13.832384,136442116584113
0.728314,0.004346,8.711,0.276923,3.7445,2.945423,13.273923,136442133158671
0.502217,0.004154,10.638346,0.280539,3.055692,1.681808,11.992346,136442149733229
5.129289,0.005115,5.915808,0.501307,3.948654,1.716039,11.393692,136442166236081
0.815566,0.004423,9.945654,0.308308,3.499731,2.034,13.599961,136442182793688
0.481001,0.004692,10.609616,0.33623,3.785154,1.757154,15.889577,136442199367407
0.750734,0.005039,11.056307,0.535346,5.215308,1.781423,10.894731,136442215932520
2.868923,0.004115,6.5405,0.2515,5.291539,1.825807,13.377846,136442232498793
0.479041,0.003846,8.900731,0.257692,5.178462,1.7555,15.668577,136442249061867
0.423172,0.004692,8.760846,0.331539,7.591884,1.925616,18.838384,136442265635236
3.994511,0.004385,5.295269,0.337077,13.287462,1.926731,13.340653,136442282208358
8.465697,0.004807,2.8465,0.3385,11.410731,2.764115,13.048731,136442298779096
