Flags,IntendedVsync,Vsync,OldestInputEvent,NewestInputEvent,HandleInputStart,AnimationStart,PerformTraversalsStart,DrawStart,SyncQueued,SyncStart,IssueDrawCommandsStart,SwapBuffers,FrameCompleted,DequeueBufferDuration,QueueBufferDuration,GpuCompleted
0,136444486471470,136444553138138,9223372036854775807,0,136444557626906,136444557630560,136444724099368,136444724336060,136444725007060,136444726096522,136444728107329,136444738254791,136444741172906,426653,878038,136444753092137
0,136444569376706,136444736043376,9223372036854775807,0,136444740000022,136444740044137,136444742070714,136444742342252,136444742749329,136444743388329,136444745099598,136444755618175,136444756804368,289462,660770,136444769145752
0,136444768272758,136444768272758,9223372036854775807,0,136444768810252,136444768813983,136444777485675,136444777674329,136444777920945,136444778739945,136444780336060,136444790675406,136444793390175,357885,723154,136444805070252
0,136444784848268,136444784848268,9223372036854775807,0,136444795368560,136444795372098,136444797570060,136444797740406,136444798043560,136444798666868,136444800254060,136444810502022,136444811702945,360269,614461,136444823474214
0,136444801388111,136444801388111,9223372036854775807,0,136444802077598,136444802082252,136444810574175,136444810792483,136444811694945,136444813162368,136444814738522,136444826463829,136444827701406,332500,646424,136444839738752
0,136444834518428,136444834518428,9223372036854775807,0,136444835176214,136444835180060,136444845061291,136444845258252,136444845669060,136444846412483,136444848152175,136444859530945,136444862331445,393039,685539,136439178335102
0,136444851078701,136444851078701,9223372036854775807,0,136444866498137,136444866503675,136444876425291,136444876590983,136444877100521,136444877838021,136444879410598,136444890393906,136444893129714,299076,622577,136439193689102
0,136444884224449,136444884224449,9223372036854775807,0,136444884705214,136444884709675,136444893504906,136444893687675,136444893875945,136444896399714,136444898055598,136444908602791,136444909743445,243192,594038,136439210998141
0,136444834518428,136444834518428,9223372036854775807,0,136444835176214,136444835180060,136444845061291,136444845258252,136444845669060,136444846412483,136444848152175,136444859530945,136444862331445,393039,685539,136444873841598
0,136444851078701,136444851078701,9223372036854775807,0,136444866498137,136444866503675,136444876425291,136444876590983,136444877100521,136444877838021,136444879410598,136444890393906,136444893129714,299076,622577,136444904718983
0,136444884224449,136444884224449,9223372036854775807,0,136444884705214,136444884709675,136444893504906,136444893687675,136444893875945,136444896399714,136444898055598,136444908602791,136444909743445,243192,594038,136444921658714
0,136444900797631,136444900797631,9223372036854775807,0,136444901331098,136444901335906,136444910565945,136444910791175,136444911106021,136444923050291,136444924836598,136444935170483,136444936496483,467654,665231,136444948202021
0,136444933932864,136444933932864,9223372036854775807,0,136444934573483,136444934578406,136444943191945,136444943519021,136444943885983,136444944892675,136444946511598,136444957131368,136444958387406,303884,657500,136444970065714
0,136444967078426,136444967078426,9223372036854775807,0,136444967593560,136444967597944,136444976456637,136444976721521,136444977012444,136444977785175,136444979286483,136444989458521,136444992139444,279808,614731,136445003884675
0,136445000217786,136445000217786,9223372036854775807,0,136445000691291,136445000695983,136445010547521,136445010784444,136445011102137,136445011846675,136445013515983,136445024367329,136445026894214,322154,586423,136445038682791
0,136445033363562,136445033363562,9223372036854775807,0,136445034246329,136445034252098,136445042670868,136445042847175,136445043119406,136445043914560,136445045566521,136445055129483,136445056689867,308692,846692,136445068773867
0,136445066504317,136445066504317,9223372036854775807,0,136445067157598,136445067162252,136445076321560,136445076522714,136445076772983,136445077574406,136445079547021,136445090582060,136445093438367,563269,684385,136445104962175
0,136445099646103,136445099646103,9223372036854775807,0,136445100357329,136445100360983,136445107224829,136445107386791,136445107636367,136445108407867,136445109889175,136445119420944,136445120658906,336577,640846,136445132600598
0,136445132787129,136445132787129,9223372036854775807,0,136445133426214,136445133429944,136445142241829,136445142448829,136445142717752,136445143409560,136445145022675,136445155393714,136445157928098,336884,528039,136445169852983
0,136445165927186,136445182593853,9223372036854775807,0,136445182664675,136445182668714,136445208652906,136445208830175,136445209076290,136445209996752,136445211469252,136445221593829,136445224561714,338962,986923,136445236158867
0,136445215671830,136445215671830,9223372036854775807,0,136445216368983,136445216373098,136445225090752,136445225293098,136445225632790,136445226535714,136445228147752,136445239186560,136445240548483,318308,804923,136445252424983
0,136445248816432,136445248816432,9223372036854775807,0,136445249431060,136445249437829,136445258352867,136445258592406,136445258914290,136445259749329,136445261670406,136445272608060,136445275124021,432153,542616,136445287001406
0,136445281999315,136445281999315,9223372036854775807,0,136445282476021,136445282480060,136445291700098,136445291905521,136445292226713,136445293029598,136445294513444,136445304937406,136445307703175,406731,806308,136445319426944
0,136445315137360,136445315137360,9223372036854775807,0,136445316088175,136445316092060,136445324804406,136445324981060,136445325252790,136445326330021,136445327886175,136445338421675,136445341305060,461116,858885,136445352926713
0,136445348362154,136445348362154,9223372036854775807,0,136445348913521,136445348917060,136445357011213,136445357198406,136445357484406,136445358376637,136445360195483,136445371165483,136445373691175,363846,563461,136445385582406
0,136445381589389,136445381589389,9223372036854775807,0,136445382044752,136445382048752,136445391940290,136445392205406,136445392503098,136445393178252,136445394789598,136445404634060,136445407147175,316116,568154,136445419148021
0,136445414784581,136445414784581,9223372036854775807,0,136445415285483,136445415289560,136445424316483,136445424509675,136445424777675,136445425495944,136445426984136,136445437578560,136445440292867,356500,748039,136445451925752
0,136445447905522,136445447905522,9223372036854775807,0,136445448508944,136445448512406,136445450211906,136445450424790,136445450706560,136445451424213,136445453108213,136445463021021,136445464546713,359039,787115,136445476192598
0,136445464485231,136445464485231,9223372036854775807,0,136445465268136,136445465271483,136445471346329,136445471537213,136445471784598,136445472709444,136445474233136,136445484640906,136445485772367,307885,549693,136445497864829
0,136445514130581,136445547463915,9223372036854775807,0,136445552063098,136445552067713,136445554022367,136445554203175,136445554447252,136445555074944,136445556611444,136445566508136,136445568976598,354192,497962,136445581077136
0,136445580438053,136445580438053,9223372036854775807,0,136445585523713,136445585527329,136445587081059,136445587295098,136445587540136,136445588229406,136445589684290,136445599734098,136445602174982,350269,549577,136445614753252
0,136445613573101,136445613573101,9223372036854775807,0,136445614339406,136445614342906,136445615990021,136445616247790,136445616505906,136445617107636,136445618612944,136445628687713,136445629960021,270346,598923,136445642046675
0,136445646690774,136445646690774,9223372036854775807,0,136445647236790,136445647240444,136445649085252,136445649318906,136445649610944,136445650299521,136445652207059,136445663056829,136445666021944,375539,889116,136445678149021
0,136445679823207,136445679823207,9223372036854775807,0,136445680407521,136445680411367,136445682055482,136445682260752,136445682534021,136445683150175,136445684739906,136445695060367,136445697872482,348500,712269,136445709835482
0,136445696403917,136445696403917,9223372036854775807,0,136445697291098,136445697295252,136445699271867,136445699510829,136445699821521,136445700508059,136445701994175,136445711630790,136445712925675,313384,631846,136445725066482
0,136445729552941,136445729552941,9223372036854775807,0,136445730009598,136445730013136,136445731531944,136445731736444,136445731999290,136445732770252,136445734275290,136445744413021,136445745754559,361231,746885,136445757758405
0,136445762707129,136445762707129,9223372036854775807,0,136445763256944,136445763260752,136445765270175,136445765484136,136445765793405,136445766673867,136445768536521,136445778274867,136445781229829,579769,867616,136439991668717
0,136445795829873,136445795829873,9223372036854775807,0,136445796404905,136445796408944,136445798173944,136445798360290,136445799093790,136445799786829,136445801426444,136445811825175,136445814510290,336808,586462,136440013733525
0,136445828948096,136445828948096,9223372036854775807,0,136445829923521,136445829927059,136445831783944,136445831981098,136445832431828,136445833314636,136445834815059,136445844830675,136445847682021,308770,833615,136440026453333
0,136445762707129,136445762707129,9223372036854775807,0,136445763256944,136445763260752,136445765270175,136445765484136,136445765793405,136445766673867,136445768536521,136445778274867,136445781229829,579769,867616,136445793271521
0,136445795829873,136445795829873,9223372036854775807,0,136445796404905,136445796408944,136445798173944,136445798360290,136445799093790,136445799786829,136445801426444,136445811825175,136445814510290,336808,586462,136445826873905
0,136445828948096,136445828948096,9223372036854775807,0,136445829923521,136445829927059,136445831783944,136445831981098,136445832431828,136445833314636,136445834815059,136445844830675,136445847682021,308770,833615,136445859773675
0,136446790275092,136446790275092,9223372036854775807,0,136446791649982,136446791653905,136446793401828,136446793600635,136446793865789,136446794501905,136446796043251,136446806118328,136446807967366,391346,1198077,136446819657866
0,136446806848775,136446806848775,9223372036854775807,0,136446807734520,136446807738866,136446809430905,136446809620943,136446810188789,136446810794982,136446812437135,136446822705866,136446823974059,304384,697654,136446835892943
0,136446823422458,136446823422458,9223372036854775807,0,136446824118482,136446824143020,136446825890366,136446826106405,136446826379635,136446826975405,136446828568635,136446838303520,136446839556289,389346,728962,136446851387635
0,136446839996141,136446839996141,9223372036854775807,0,136446840613751,136446840618059,136446842236135,136446842423751,136446842829366,136446843461905,136446845143751,136446854903482,136446856686789,340193,1191307,136446868166135
0,136446856453243,136446856453243,9223372036854775807,0,136446856900597,136446856904059,136446858502828,136446858689405,136446858945982,136446859517674,136446861090097,136446870828866,136446871979828,344654,613692,136446884278597
0,136446889889334,136446889889334,9223372036854775807,0,136446890382212,136446890385943,136446891959828,136446892202866,136446892486943,136446893562212,136446895067405,136446905538482,136446908568789,363423,924308,136446920266366
0,136446906556001,136446906556001,9223372036854775807,0,136446907470905,136446907474712,136446909721251,136446909954289,136446910249982,136446910966905,136446912573251,136446922223558,136446923471828,328962,649500,136446935714712
0,136446939290399,136446939290399,9223372036854775807,0,136446939723366,136446939726982,136446941511482,136446941725097,136446942009520,136446942726520,136446944267020,136446954658020,136446956061097,345307,643461,136446968285905
0,136446972422913,136446972422913,9223372036854775807,0,136446972936251,136446972939866,136446974526366,136446974706212,136446974959405,136446975567789,136446977070289,136446987350482,136446990001828,348077,653039,136447002301174
0,136447005625677,136447005625677,9223372036854775807,0,136447006508328,136447006511981,136447008045520,136447008259905,136447008515558,136447009463981,136447010920366,136447021462828,136447024261020,318384,647769,136447036634635
0,136447038768232,136447038768232,9223372036854775807,0,136447039508289,136447039512251,136447041146405,136447041336289,136447041608520,136447042474058,136447043996328,136447054614328,136447057513212,377308,823770,136447069339212
0,136447072030042,136447072030042,9223372036854775807,0,136447072819943,136447072823828,136447074471443,136447074669405,136447074946481,136447075818020,136447077427289,136447087658058,136447090605058,333038,873346,136447102566328
0,136447088613785,136447088613785,9223372036854775807,0,136447089944366,136447089948212,136447091738674,136447091947597,136447092293751,136447093070635,136447094658097,136447104598020,136447105838097,346539,581038,136447118044174
0,136447121872370,136447121872370,9223372036854775807,0,136447122762828,136447122766404,136447124337481,136447124546558,136447124813866,136447125922097,136447127401635,136447137648174,136447138883212,337923,625924,136447151107674
0,136447154855443,136447154855443,9223372036854775807,0,136447155041981,136447155045904,136447156815443,136447157007443,136447157263981,136447158115328,136447159633904,136447169966866,136447172804520,371961,811307,136447185024328
0,136447188155157,136447188155157,9223372036854775807,0,136447188698097,136447188701789,136447190497135,136447190701866,136447190964174,136447191653289,136447193292097,136447203364828,136447206305558,333193,704539,136447218343366
0,136447221332366,136447221332366,9223372036854775807,0,136447222115327,136447222119097,136447223829097,136447224084020,136447224375058,136447225122712,136447226699981,136447236821827,136447239496558,344807,668846,136447251541751
0,136447254423862,136447254423862,9223372036854775807,0,136447255537866,136447255541827,136447257212789,136447257413904,136447257688366,136447258543866,136447260137558,136447270205366,136447272865635,381538,722423,136447284772981
0,136447287533426,136447287533426,9223372036854775807,0,136447288335789,136447288339558,136447290022366,136447290230174,136447290580751,136447291371597,136447292953481,136447303341327,136447306037943,363000,621846,136440412230063
0,136447320707260,136447320707260,9223372036854775807,0,136447321379750,136447321383212,136447323091366,136447323339443,136447323660212,136447324498789,136447326028097,136447335918750,136447338732943,328077,629385,136440747286563
0,136447353872196,136447353872196,9223372036854775807,0,136447354820904,136447354825750,136447356760981,136447357012597,136447357333827,136447358209250,136447359762981,136447369726866,136447372268827,428769,541308,136440762829101
0,136447287533426,136447287533426,9223372036854775807,0,136447288335789,136447288339558,136447290022366,136447290230174,136447290580751,136447291371597,136447292953481,136447303341327,136447306037943,363000,621846,136447317740674
0,136447320707260,136447320707260,9223372036854775807,0,136447321379750,136447321383212,136447323091366,136447323339443,136447323660212,136447324498789,136447326028097,136447335918750,136447338732943,328077,629385,136447351015097
0,136447353872196,136447353872196,9223372036854775807,0,136447354820904,136447354825750,136447356760981,136447357012597,136447357333827,136447358209250,136447359762981,136447369726866,136447372268827,428769,541308,136447384214981
0,136447387035443,136447387035443,9223372036854775807,0,136447387561827,136447387566481,136447389498712,136447389739943,136447390063981,136447398455904,136447399929404,136447409791635,136447412649250,526654,847961,136447424488635
0,136447420187417,136447420187417,9223372036854775807,0,136447420900635,136447420904404,136447422416750,136447422630558,136447422888904,136447423516327,136447425184212,136447435290366,136447436796443,363808,797346,136447448563943
0,136447436767513,136447436767513,9223372036854775807,0,136447437442327,136447437445866,136447438964673,136447439173058,136447439414212,136447439993943,136447441579866,136447451033866,136447452275520,286923,612692,136447464521097
0,136447469870629,136447469870629,9223372036854775807,0,136447470516904,136447470520173,136447472343481,136447472532904,136447472833558,136447473655327,136447475130135,136447485484558,136447488733827,339307,1213807,136447500461789
0,136447502979764,136447502979764,9223372036854775807,0,136447503677712,136447503681404,136447505294212,136447505501904,136447505733289,136447506325097,136447507820520,136447518511443,136447521514404,416924,947308,136447533447250
0,136447536090531,136447536090531,9223372036854775807,0,136447536758981,136447536762750,136447538369289,136447538566981,136447538816173,136447539673712,136447541238443,136447551239443,136447553872558,487808,637616,136447566094904
0,136447569200612,136447569200612,9223372036854775807,0,136447569921443,136447569953481,136447571452635,136447571645250,136447571889327,136447572803020,136447574294827,136447583801943,136447586558096,370423,791308,136447598320866
0,136447602319252,136447602319252,9223372036854775807,0,136447603247596,136447603251558,136447604842020,136447605063366,136447605315712,136447605931596,136447607545789,136447617507289,136447620459173,384423,967884,136447631834673
0,136447618860527,136447618860527,9223372036854775807,0,136447619802327,136447619806096,136447621447250,136447621665366,136447621960404,136447623457750,136447625246558,136447635436712,136447636630904,324000,649653,136447648631635
0,136447652000421,136447652000421,9223372036854775807,0,136447652678212,136447652682096,136447654130712,136447654341866,136447654562212,136447655154019,136447656759443,136447667046481,136447668525904,372885,852192,136447680457904
0,136447685100240,136447685100240,9223372036854775807,0,136447685812327,136447685815866,136447687424366,136447687674404,136447687967404,136447688787481,136447690316712,136447700164635,136447702939366,362192,741654,136447714988443
0,136447718247800,136447718247800,9223372036854775807,0,136447719349635,136447719353596,136447721331443,136447721555443,136447721820635,136447722725712,136447724444250,136447734677481,136447737407058,395269,766039,136447749396404
0,136447751437171,136447751437171,9223372036854775807,0,136447752302058,136447752305904,136447753863558,136447754096289,136447754355981,136447755192712,136447757064942,136447768087827,136447770812096,491539,662846,136447782546558
0,136447784589864,136447784589864,9223372036854775807,0,136447785110866,136447785114481,136447786849250,136447787086635,136447787378327,136447788207366,136447789850173,136447800401135,136447803001904,413154,512846,136447815071519
0,136447801160870,136447801160870,9223372036854775807,0,136447801589673,136447801592942,136447803405173,136447803640866,136447804443981,136447805242981,136447806809442,136447816747096,136447817965135,338423,657193,136447830044673
0,136447817716694,136447817716694,9223372036854775807,0,136447818497442,136447818501558,136447820425750,136447820679019,136447820927096,136447821701635,136447823214481,136447832492904,136447833749750,315577,758923,136447845566750
0,136447834286789,136447834286789,9223372036854775807,0,136447834697327,136447834700942,136447836419981,136447836634366,136447837017635,136447837614789,136447839162904,136447849027173,136447850429365,349962,824193,136447862315942
0,136447850872251,136447850872251,9223372036854775807,0,136447851289981,136447851293519,136447853132904,136447853351173,136447853593635,136447854189289,136447855721096,136447865698596,136447867113942,402500,854731,136447879007635
0,136447884005402,136447884005402,9223372036854775807,0,136447884776019,136447884779789,136447886585212,136447886855250,136447887131173,136447888052173,136447889675173,136447900350250,136447902931250,398231,553347,136447915083981
0,136447900575522,136447900575522,9223372036854775807,0,136447901480712,136447901484173,136447902933981,136447903130096,136447903350327,136447904228981,136447905890058,136447915109673,136447916210942,327885,547615,136447928673250
0,136447933721018,136447933721018,9223372036854775807,0,136447934410173,136447934413865,136447935918712,136447936170212,136447936396712,136447937293173,136447938772250,136447948908558,136447950442942,328538,849385,136447962511558
0,136447966919252,136447966919252,9223372036854775807,0,136447967785673,136447967789673,136447969439135,136447969691865,136447969946635,136447970632327,136447972496981,136447983016135,136447985645250,381577,589000,136447998062212
0,136448000050741,136448000050741,9223372036854775807,0,136448000750673,136448000754635,136448002442519,136448002629519,136448002848250,136448003690750,136448005250558,136448015541481,136448018271865,361423,596231,136448030442173
0,136448033212911,136448033212911,9223372036854775807,0,136448033967788,136448033971865,136448035564827,136448035748250,136448035975058,136448036635481,136448038287519,136448048158596,136448050909673,441000,835808,136448062926750
0,136448066399875,136448066399875,9223372036854775807,0,136448067226327,136448067230904,136448069001058,136448069258481,136448069551558,136448070193019,136448071743365,136448081992558,136448084517442,427616,559577,136448096386827
0,136448082975618,136448082975618,9223372036854775807,0,136448083665750,136448083669750,136448085898827,136448086187288,136448086475096,136448087150519,136448088833327,136448098853788,136448099982250,309346,610577,136448111941904
0,136448116160227,136448116160227,9223372036854775807,0,136448116813019,136448116816981,136448118599635,136448118853173,136448119106827,136448119705673,136448121339288,136448130845673,136448132292173,305461,873923,136448144158096
0,136448149285076,136448149285076,9223372036854775807,0,136448150016827,136448150020519,136448151764096,136448152043058,136448152314942,136448153032211,136448154755865,136448165484058,136448168580942,388615,1088654,136448180493711
0,136448182409497,136448182409497,9223372036854775807,0,136448183417327,136448183421134,136448185129404,136448185329365,136448185539250,136448186178288,136448187690942,136448198193673,136448201097519,441730,803193,136448213191827
0,136448215530096,136448215530096,9223372036854775807,0,136448216276173,136448216287134,136448217898596,136448218088442,136448218309288,136448219113250,136448220694481,136448231132058,136448233922865,360539,752885,136448245976827
0,136448248711786,136448248711786,9223372036854775807,0,136448249254634,136448249258519,136448250838173,136448251040442,136448251257788,136448252078211,136448253598942,136448263953288,136448267321134,384115,1204269,136448278627788
0,136448265286338,136448265286338,9223372036854775807,0,136448265839327,136448265843096,136448267716288,136448267939327,136448268230827,136448268877519,136448270399250,136448280175827,136448281429519,305961,742693,136448293452173
0,136448298463583,136448298463583,9223372036854775807,0,136448299182096,136448299185865,136448300684981,136448300877327,136448301106250,136448301964173,136448303455865,136448314042788,136448315388481,371308,755500,136448326896596
0,136448315089802,136448331756469,9223372036854775807,0,136448336912557,136448336916057,136448338751019,136448338930596,136448339271019,136448340738596,136448342325711,136448351251404,136448352357250,297039,593384,136448364259096
0,136448381298026,136448381298026,136448371037000,136448376298026,136448381942134,136448385408481,136448386631788,136448386801596,136448387014365,136448387758634,136448389516980,136448399110788,136448401605596,328808,513885,136448413397750
0,136448414446842,136448414446842,9223372036854775807,0,136448414989519,136448414995211,136448416677827,136448416862865,136448417090865,136448417741788,136448419210365,136448428080442,136448429044250,337308,459731,136448440897673
0,136448431021250,136448431021250,9223372036854775807,0,136448431949596,136448431953827,136448433492442,136448433720327,136448433948980,136448434685557,136448436428596,136448446368173,136448447437711,328885,517307,136448459209173
0,136448464136897,136448464136897,9223372036854775807,0,136448464680480,136448464685788,136448466120211,136448466294827,136448466488365,136448467050327,136448468447404,136448478050634,136448479110827,293769,550885,136448491163019
0,136448497215051,136448497215051,9223372036854775807,0,136448497673442,136448497677942,136448499223519,136448499434980,136448499687557,136448500882519,136448502664173,136448512651634,136448513757827,362423,574616,136448525537250
0,136448530354851,136448530354851,9223372036854775807,0,136448531038288,136448531044019,136448539139057,136448539313788,136448539508057,136448540428019,136448542273519,136448552152942,136448554554634,342308,543269,136448566399865
1,136448546912635,136448546912635,9223372036854775807,0,136448555549211,136448555553019,136448577120980,136448585750403,136448602494096,136448603190673,136448605810480,136448618074173,136448619099403,300154,523693,136443800445484
0,136448563482111,136448596815445,9223372036854775807,0,136448606603826,136448606608096,136448608965250,136448609167634,136448612928326,136448620792750,136448622916788,136448634888480,136448636136211,347538,577077,136443827356561
0,136448613170096,136448629836763,9223372036854775807,0,136448632901173,136448632905442,136448636197134,136448636429634,136448639607519,136448640563673,136448642607980,136448713774788,136448716781749,376154,914693,136443844467138
1,136448546912635,136448546912635,9223372036854775807,0,136448555549211,136448555553019,136448577120980,136448585750403,136448602494096,136448603190673,136448605810480,136448618074173,136448619099403,300154,523693,136448630995942
0,136448563482111,136448596815445,9223372036854775807,0,136448606603826,136448606608096,136448608965250,136448609167634,136448612928326,136448620792750,136448622916788,136448634888480,136448636136211,347538,577077,136448647756634
0,136448613170096,136448629836763,9223372036854775807,0,136448632901173,136448632905442,136448636197134,136448636429634,136448639607519,136448640563673,136448642607980,136448713774788,136448716781749,376154,914693,136448727085788
0,136448646280988,136448646280988,9223372036854775807,0,136448647778134,136448647782519,136448649497826,136448649732173,136448652791980,136448734187173,136448735774519,136448760696557,136448763124596,421308,571038,136448772359365
0,136448662847532,136448729514200,9223372036854775807,0,136448735768442,136448735771711,136448739742096,136448739956519,136448742968519,136448764463942,136448766151096,136448776348019,136448777377519,248500,555807,136448785648980
0,136448745741448,136448762408115,9223372036854775807,0,136448766352711,136448766356596,136448772615980,136448772838749,136448776705865,136448778736980,136448780628442,136448818173057,136448819333403,3015346,632000,136448823392519
0,136448778880158,136448778880158,9223372036854775807,0,136448780839788,136448780844249,136448788131865,136448788337942,136448788737826,136448821158403,136448823016596,136448825041711,136448826110172,254539,618385,136448830262403
0,136448795449513,136448812116180,9223372036854775807,0,136448824332019,136448824336826,136448825818057,136448826033557,136448826223019,136448827354519,136448830388403,136448835046249,136448836285942,2337461,662230,136448848752711
0,136448828578718,136448828578718,9223372036854775807,0,136448830629134,136448830632057,136448837929288,136448838119749,136448838159365,136448838585942,136448838857788,136448851678134,136448853154211,10752654,698616,136448865260596
2,136448845147324,136448845147324,0,0,136448845147324,136448845147324,136448845147324,136448845147324,136448854917865,136448854921211,136448855220519,136448868270865,136448869273596,11202192,503769,136448881911096
2,136448861728165,136448861728165,0,0,136448861728165,136448861728165,136448861728165,136448861728165,136448870535480,136448870538442,136448870789134,136448884871942,136448886004596,12179884,619923,136448898476403
2,136448878296475,136448878296475,0,0,136448878296475,136448878296475,136448878296475,136448878296475,136448887330942,136448887334519,136448887627249,136448901563749,136448902644903,11639577,531423,136448915024211
2,136448894886994,136448894886994,0,0,136448894886994,136448894886994,136448894886994,136448894886994,136448904166403,136448904169596,136448904565557,136448918438442,136448919828365,11650077,701654,136448931623672
2,136448911493337,136448911493337,0,0,136448911493337,136448911493337,136448911493337,136448911493337,136448921579980,136448921582942,136448921942826,136448934713249,136448936210788,10603654,710346,136448948067980
2,136448928096808,136448928096808,0,0,136448928096808,136448928096808,136448928096808,136448928096808,136448937956442,136448937960826,136448938383403,136448951119134,136448952228749,10971923,526500,136448964786134
2,136448944686497,136448944686497,0,0,136448944686497,136448944686497,136448944686497,136448944686497,136448954364249,136448954367403,136448954937172,136448967914788,136448969404749,10853615,729500,136448981409134
2,136448961255531,136448961255531,0,0,136448961255531,136448961255531,136448961255531,136448961255531,136448971415019,136448971418019,136448971892057,136448984304942,136448985394749,10549423,609692,136448997811403
2,136448977851764,136448977851764,0,0,136448977851764,136448977851764,136448977851764,136448977851764,136448986773672,136448986775865,136448987039672,136449000742519,136449001797134,11924538,595000,136449014554288
2,136448994427427,136448994427427,0,0,136448994427427,136448994427427,136448994427427,136448994427427,136449003070788,136449003085442,136449003331711,136449017391942,136449018453326,12323231,593154,136449031526826
2,136449011002945,136449011002945,0,0,136449011002945,136449011002945,136449011002945,136449011002945,136449019713980,136449019715903,136449019982980,136449034844942,136449036107980,12936231,679000,136449047615018
2,136449027572505,136449027572505,0,0,136449027572505,136449027572505,136449027572505,136449027572505,136449037519903,136449037524172,136449037837595,136449051025442,136449052338134,11062500,700385,136449064391057
2,136449044149418,136449044149418,0,0,136449044149418,136449044149418,136449044149418,136449044149418,136449053555249,136449053557518,136449053828480,136449068510134,136449069686211,12151616,569731,136449080668749
2,136449060759734,136449060759734,0,0,136449060759734,136449060759734,136449060759734,136449060759734,136449071125442,136449071128518,136449071523903,136449083652018,136449084748172,10431077,625654,136449097199903
2,136449077334564,136449077334564,0,0,136449077334564,136449077334564,136449077334564,136449077334564,136449086062865,136449086064826,136449086330249,136449100212595,136449101334249,12146654,574230,136449114005942
2,136449093911649,136449093911649,0,0,136449093911649,136449093911649,136449093911649,136449093911649,136449102566865,136449102568788,136449102813711,136449117224211,136449118350172,12304961,643077,136449130578980
2,136449110478097,136449110478097,0,0,136449110478097,136449110478097,136449110478097,136449110478097,136449119587980,136449119589903,136449119854711,136449133385249,136449134485211,11781923,631769,136449147229172
2,136449127044702,136449127044702,0,0,136449127044702,136449127044702,136449127044702,136449127044702,136449135730211,136449135731980,136449135975442,136449150094249,136449151141672,12422615,585077,136449163805826
2,136449143617227,136449143617227,0,0,136449143617227,136449143617227,136449143617227,136449143617227,136449152688749,136449152692365,136449152980480,136449167214018,136449168296672,12293423,543961,136449180285288
2,136449160180125,136449160180125,0,0,136449160180125,136449160180125,136449160180125,136449160180125,136449169559095,136449169562249,136449169845134,136449183216018,136449184490365,11400192,703000,136449196807211
2,136449176734929,136449176734929,0,0,136449176734929,136449176734929,136449176734929,136449176734929,136449185970057,136449185975595,136449186280057,136449199573595,136449200728595,11618500,693038,136449213407865
2,136449193312961,136449193312961,0,0,136449193312961,136449193312961,136449193312961,136449193312961,136449202007634,136449202009672,136449202270288,136449215922403,136449217155557,11945077,690500,136449229957057
2,136449209886643,136449209886643,0,0,136449209886643,136449209886643,136449209886643,136449209886643,136449218381326,136449218383865,136449218632518,136449233001749,136449234330595,12446615,659423,136449246507903
2,136449226458734,136449226458734,0,0,136449226458734,136449226458734,136449226458734,136449226458734,136449235918941,136449235922903,136449236312518,136449249322980,136449250439095,11070846,542692,136449262940788
1,136449226458734,136449243125401,9223372036854775807,0,136449249850826,136449249867326,136449252540288,136449263752057,136449263954557,136449264500672,136449264802672,136449266893672,136449267880826,270885,471423,136449279526557
2,136449276149003,136449276149003,0,0,136449276149003,136449276149003,136449276149003,136449276149003,136449280795403,136449280798557,136449281071134,136449283219864,136449284275364,261038,520423,136449296159326
2,136449292702456,136449292702456,0,0,136449292702456,136449292702456,136449292702456,136449292702456,136449297631441,136449297635595,136449298002249,136449300701672,136449302078134,350308,697038,136449312814634
2,136449309273106,136449309273106,0,0,136449309273106,136449309273106,136449309273106,136449309273106,136449314080672,136449314084134,136449314363172,136449317140057,136449318385364,313462,601923,136449329535634
1,136449309273106,136449309273106,9223372036854775807,0,136449318985634,136449318990095,136449327259249,136449339120441,136449339257057,136449339799749,136449340217980,136449343254711,136449344526864,338577,649462,136449348596326
2,136449358967637,136449358967637,0,0,136449358967637,136449358967637,136449358967637,136449358967637,136449363695018,136449363697980,136449364460672,136449368405903,136449369447864,406693,500269,136449373725018
2,136449375535089,136449375535089,0,0,136449375535089,136449375535089,136449375535089,136449375535089,136449380448134,136449380450941,136449380785018,136449382868749,136449383837095,307885,476077,136449388414134
2,136449392138829,136449392138829,0,0,136449392138829,136449392138829,136449392138829,136449392138829,136449396948057,136449396951557,136449397263403,136449399642403,136449400914211,357423,596500,136449405210441
2,136449408715332,136449408715332,0,0,136449408715332,136449408715332,136449408715332,136449408715332,136449413590403,136449413593787,136449413879095,136449416260864,136449417402326,382116,550577,136449421537864
2,136449425284527,136449425284527,0,0,136449425284527,136449425284527,136449425284527,136449425284527,136449430043557,136449430046595,136449430340287,136449432877672,136449434152018,297692,579807,136449438153595
0,136449325842779,136449325842779,9223372036854775807,0,136449340357980,136449340362595,136449441311595,136449442042326,136449459655595,136449460413826,136449463787057,136449478960941,136449480362480,625616,761923,136449486851710
0,136449358967637,136449475634306,9223372036854775807,0,136449487904057,136449487912210,136449506201403,136449506403595,136449507756826,136449508657326,136449509353364,136449512529634,136449515134249,317577,519539,136449521910403
0,136449491573413,136449558240081,9223372036854775807,0,136449573233403,136449573237633,136449575143864,136449575349249,136449583391980,136449584121403,136449587845057,136449594843672,136449596258672,628000,593500,136449602572941
